PEAK_chr	PEAK_start	PEAK_end	GENE_chr	GENE_start	GENE_end	ID
chr5	1158665	1159118	chr5	1158621	1158876	AT5G04220
chr5	1158665	1159118	chr5	1158510	1158876	AT5G04220
chr5	25359233	25360315	chr5	25358968	25359565	AT5G63240
chr5	25359233	25360315	chr5	25358968	25359565	AT5G63240
chr5	25359233	25360315	chr5	25359050	25359439	AT5G63240
chr5	25359233	25360315	chr5	25359440	25359565	AT5G63240
chr5	25359233	25360315	chr5	25359050	25359439	AT5G63240
chr5	25359233	25360315	chr5	25358968	25359565	AT5G63240
chr5	25359233	25360315	chr5	25360121	25360689	AT5G63250
chr5	25359233	25360315	chr5	25360121	25360689	AT5G63250
chr5	25359233	25360315	chr5	25360263	25360661	AT5G63250
chr5	25359233	25360315	chr5	25360263	25360661	AT5G63250
chr5	25359233	25360315	chr5	25360121	25360262	AT5G63250
chr5	25359233	25360315	chr5	25360121	25360689	AT5G63250
chr3	11512567	11513133	chr3	11514936	11517766	AT3G29648
chr3	11512567	11513133	chr3	11514936	11517766	AT3G29648
chr3	11512567	11513133	chr3	11514936	11517766	AT3G29648
chr2	800465	801051	chr2	801530	801746	AT2G02810
chr2	800465	801051	chr2	801530	801642	AT2G02810
chr2	800465	801051	chr2	801530	803436	AT2G02810
chr2	800465	801051	chr2	801530	803436	AT2G02810
chr5	7181781	7182559	chr5	7182621	7184342	AT5G21120
chr5	7181781	7182559	chr5	7182621	7184342	AT5G21120
chr5	7181781	7182559	chr5	7182621	7184342	AT5G21120
chr5	7181781	7182559	chr5	7182621	7182628	AT5G21120
chr5	15399243	15399515	chr5	15399151	15399403	AT5G38460
chr5	15399243	15399515	chr5	15399151	15399403	AT5G38460
chr5	15399243	15399515	chr5	15399151	15399403	AT5G38460
chr5	15399243	15399515	chr5	15399151	15399403	AT5G38460
chr5	15399243	15399515	chr5	15397740	15401095	AT5G38460
chr5	15399243	15399515	chr5	15398284	15401026	AT5G38460
chr5	15399243	15399515	chr5	15398592	15400987	AT5G38460
chr5	15399243	15399515	chr5	15397740	15401095	AT5G38460
chr5	15399243	15399515	chr5	15398592	15400987	AT5G38460
chr1	11293674	11293992	chr1	11290948	11293753	AT1G31540
chr1	11293674	11293992	chr1	11291051	11293697	AT1G31540
chr1	11293674	11293992	chr1	11293698	11293753	AT1G31540
chr1	11293674	11293992	chr1	11293237	11293697	AT1G31540
chr1	11293674	11293992	chr1	11293237	11293753	AT1G31540
chr1	11293674	11293992	chr1	11289244	11293697	AT1G31540
chr1	11293674	11293992	chr1	11293698	11293753	AT1G31540
chr1	11293674	11293992	chr1	11293237	11293697	AT1G31540
chr1	11293674	11293992	chr1	11293237	11293753	AT1G31540
chr1	11293674	11293992	chr1	11288452	11293753	AT1G31540
chr1	11293674	11293992	chr1	11288452	11293753	AT1G31540
chr2	17170414	17171307	chr2	17167279	17170407	AT2G41190
chr2	17170414	17171307	chr2	17167279	17170407	AT2G41190
chr2	17170414	17171307	chr2	17170146	17170407	AT2G41190
chr2	17170414	17171307	chr2	17169931	17170407	AT2G41190
chr1	29760362	29762425	chr1	29759157	29760704	AT1G79110
chr1	29760362	29762425	chr1	29759158	29760691	AT1G79110
chr1	29760362	29762425	chr1	29759345	29760586	AT1G79110
chr1	29760362	29762425	chr1	29759999	29760691	AT1G79110
chr1	29760362	29762425	chr1	29759999	29760586	AT1G79110
chr1	29760362	29762425	chr1	29760587	29760691	AT1G79110
chr1	29760362	29762425	chr1	29759157	29760704	AT1G79110
chr1	29760362	29762425	chr1	29759345	29760586	AT1G79110
chr1	29760362	29762425	chr1	29760008	29760704	AT1G79110
chr1	29760362	29762425	chr1	29760008	29760586	AT1G79110
chr1	29760362	29762425	chr1	29760587	29760704	AT1G79110
chr4	629381	629825	chr4	631136	636899	AT4G01490
chr4	629381	629825	chr4	631136	636899	AT4G01490
chr4	629381	629825	chr4	631136	636899	AT4G01490
chr4	7242906	7243583	chr4	7242165	7242924	AT4G12090
chr4	7242906	7243583	chr4	7242165	7242924	AT4G12090
chr4	7242906	7243583	chr4	7242165	7242924	AT4G12090
chr4	7242906	7243583	chr4	7242853	7242924	AT4G12090
chr4	7242906	7243583	chr4	7242853	7242924	AT4G12090
chr2	16538259	16538891	chr2	16537288	16538277	AT2G39675
chr2	16538259	16538891	chr2	16537288	16538277	AT2G39675
chr2	16538259	16538891	chr2	16537288	16538277	AT2G39675
chr3	8196654	8197160	chr3	8194679	8197153	AT3G23050
chr3	8196654	8197160	chr3	8194679	8197153	AT3G23050
chr3	8196654	8197160	chr3	8194768	8196716	AT3G23050
chr3	8196654	8197160	chr3	8196676	8197153	AT3G23050
chr3	8196654	8197160	chr3	8196676	8196716	AT3G23050
chr3	8196654	8197160	chr3	8196717	8197153	AT3G23050
chr4	15063021	15063494	chr4	15056975	15059794	AT4G30950
chr4	15063021	15063494	chr4	15056975	15059794	AT4G30950
chr4	15063021	15063494	chr4	15059674	15059794	AT4G30950
chr4	15063021	15063494	chr4	15059635	15059794	AT4G30950
chr3	6977036	6977892	chr3	6971352	6976595	AT3G20010
chr3	6977036	6977892	chr3	6971352	6976595	AT3G20010
chr3	6977036	6977892	chr3	6976236	6976595	AT3G20010
chr3	6977036	6977892	chr3	6976341	6976595	AT3G20010
chr5	1609273	1609769	chr5	1609250	1610446	AT5G05440
chr5	1609273	1609769	chr5	1609250	1610446	AT5G05440
chr5	1609273	1609769	chr5	1609374	1609985	AT5G05440
chr5	1609273	1609769	chr5	1609250	1610446	AT5G05440
chr5	1609273	1609769	chr5	1609250	1609373	AT5G05440
chr5	1609273	1609769	chr5	1609374	1609985	AT5G05440
chr1	8910427	8911525	chr1	8911130	8912642	AT1G25400
chr1	8910427	8911525	chr1	8911130	8912398	AT1G25400
chr1	8910427	8911525	chr1	8911463	8912329	AT1G25400
chr1	8910427	8911525	chr1	8911463	8912329	AT1G25400
chr1	8910427	8911525	chr1	8911130	8911462	AT1G25400
chr1	8910427	8911525	chr1	8911130	8912398	AT1G25400
chr1	8910427	8911525	chr1	8911130	8912642	AT1G25400
chr1	8910427	8911525	chr1	8911463	8912329	AT1G25400
chr1	8910427	8911525	chr1	8911463	8912329	AT1G25400
chr1	8910427	8911525	chr1	8911130	8911462	AT1G25400
chr1	8910427	8911525	chr1	8911130	8912354	AT1G25400
chr1	4109405	4109878	chr1	4105233	4109545	AT1G12110
chr1	4109405	4109878	chr1	4105233	4109545	AT1G12110
chr1	4109405	4109878	chr1	4108426	4109545	AT1G12110
chr1	4109405	4109878	chr1	4109291	4109545	AT1G12110
chr2	509707	510130	chr2	507927	509425	AT2G02070
chr2	509707	510130	chr2	509155	509425	AT2G02070
chr2	509707	510130	chr2	505487	509425	AT2G02070
chr2	509707	510130	chr2	505487	509425	AT2G02070
chr3	6883778	6884449	chr3	6885606	6890064	AT3G19830
chr3	6883778	6884449	chr3	6885606	6890064	AT3G19830
chr3	6883778	6884449	chr3	6885606	6885835	AT3G19830
chr3	6883778	6884449	chr3	6885606	6885835	AT3G19830
chr4	18120887	18121396	chr4	18121526	18122010	AT4G38825
chr4	18120887	18121396	chr4	18121526	18122010	AT4G38825
chr4	18120887	18121396	chr4	18121526	18122010	AT4G38825
chr4	18120887	18121396	chr4	18121526	18121611	AT4G38825
chr3	1836323	1836864	chr3	1835462	1837524	AT3G06080
chr3	1836323	1836864	chr3	1834707	1837984	AT3G06080
chr3	1836323	1836864	chr3	1834707	1837984	AT3G06080
chr3	1836323	1836864	chr3	1834707	1837984	AT3G06080
chr3	1836323	1836864	chr3	1834959	1837524	AT3G06080
chr1	7907407	7907646	chr1	7903660	7906673	AT1G22400
chr1	7907407	7907646	chr1	7903660	7906673	AT1G22400
chr1	7907407	7907646	chr1	7906608	7906673	AT1G22400
chr1	7907407	7907646	chr1	7906091	7906673	AT1G22400
chr1	8049000	8050025	chr1	8046149	8049039	AT1G22730
chr1	8049000	8050025	chr1	8046149	8049039	AT1G22730
chr1	8049000	8050025	chr1	8046907	8049039	AT1G22730
chr1	8049000	8050025	chr1	8048770	8049039	AT1G22730
chr1	8049000	8050025	chr1	8049100	8050708	AT1G22740
chr1	8049000	8050025	chr1	8049100	8050708	AT1G22740
chr1	8049000	8050025	chr1	8049247	8050494	AT1G22740
chr1	8049000	8050025	chr1	8049100	8049299	AT1G22740
chr1	8049000	8050025	chr1	8049100	8049246	AT1G22740
chr1	8049000	8050025	chr1	8049247	8049299	AT1G22740
chr1	8049000	8050025	chr1	8049393	8049419	AT1G22740
chr1	8049000	8050025	chr1	8049393	8049419	AT1G22740
chr1	8049000	8050025	chr1	8049540	8049639	AT1G22740
chr1	8049000	8050025	chr1	8049540	8049639	AT1G22740
chr1	8049000	8050025	chr1	8049738	8049884	AT1G22740
chr1	8049000	8050025	chr1	8049738	8049884	AT1G22740
chr1	8049000	8050025	chr1	8049981	8050061	AT1G22740
chr1	8049000	8050025	chr1	8049981	8050061	AT1G22740
chr3	5208636	5209320	chr3	5209020	5209746	AT3G15430
chr3	5208636	5209320	chr3	5209020	5209407	AT3G15430
chr3	5208636	5209320	chr3	5208738	5208960	AT3G15430
chr3	5208636	5209320	chr3	5208738	5208960	AT3G15430
chr3	5208636	5209320	chr3	5209115	5209746	AT3G15430
chr3	5208636	5209320	chr3	5209115	5209407	AT3G15430
chr3	5208636	5209320	chr3	5208738	5211745	AT3G15430
chr3	5208636	5209320	chr3	5209020	5211745	AT3G15430
chr3	5208636	5209320	chr3	5208738	5211745	AT3G15430
chr1	20212504	20213255	chr1	20210873	20213942	AT1G54130
chr1	20212504	20213255	chr1	20210873	20213942	AT1G54130
chr1	20212504	20213255	chr1	20211177	20213761	AT1G54130
chr1	20212504	20213255	chr1	20212211	20212671	AT1G54130
chr1	20212504	20213255	chr1	20212211	20212671	AT1G54130
chr1	20212504	20213255	chr1	20212774	20212932	AT1G54130
chr1	20212504	20213255	chr1	20212774	20212932	AT1G54130
chr1	20212504	20213255	chr1	20213019	20213361	AT1G54130
chr1	20212504	20213255	chr1	20213019	20213361	AT1G54130
chr1	10897619	10898318	chr1	10898172	10899912	AT1G30720
chr1	10897619	10898318	chr1	10898172	10899912	AT1G30720
chr1	10897619	10898318	chr1	10898197	10899780	AT1G30720
chr1	10897619	10898318	chr1	10898172	10899912	AT1G30720
chr1	10897619	10898318	chr1	10898172	10898196	AT1G30720
chr1	10897619	10898318	chr1	10898197	10899780	AT1G30720
chr5	4554824	4555372	chr5	4553806	4554382	AT5G14110
chr5	4554824	4555372	chr5	4553806	4554382	AT5G14110
chr5	4554824	4555372	chr5	4554177	4554382	AT5G14110
chr5	4554824	4555372	chr5	4553806	4554382	AT5G14110
chr3	4605446	4606157	chr3	4604149	4605425	AT3G13950
chr3	4605446	4606157	chr3	4604149	4605425	AT3G13950
chr3	4605446	4606157	chr3	4604943	4605425	AT3G13950
chr3	4605446	4606157	chr3	4605196	4605425	AT3G13950
chr3	1453231	1453884	chr3	1453106	1457150	AT3G05160
chr3	1453231	1453884	chr3	1453106	1457150	AT3G05160
chr3	1453231	1453884	chr3	1453267	1456997	AT3G05160
chr3	1453231	1453884	chr3	1453877	1453930	AT3G05160
chr3	1453231	1453884	chr3	1453877	1453930	AT3G05160
chr3	1453231	1453884	chr3	1453731	1453790	AT3G05160
chr3	1453231	1453884	chr3	1453731	1453790	AT3G05160
chr3	1453231	1453884	chr3	1453523	1453637	AT3G05160
chr3	1453231	1453884	chr3	1453523	1453637	AT3G05160
chr3	1453231	1453884	chr3	1453267	1453388	AT3G05160
chr3	1453231	1453884	chr3	1453106	1453266	AT3G05160
chr3	1453231	1453884	chr3	1453106	1453388	AT3G05160
chr3	1453231	1453884	chr3	1453106	1457150	AT3G05160
chr3	1453231	1453884	chr3	1453267	1456563	AT3G05160
chr3	1453231	1453884	chr3	1453877	1453930	AT3G05160
chr3	1453231	1453884	chr3	1453877	1453930	AT3G05160
chr3	1453231	1453884	chr3	1453731	1453790	AT3G05160
chr3	1453231	1453884	chr3	1453731	1453790	AT3G05160
chr3	1453231	1453884	chr3	1453523	1453637	AT3G05160
chr3	1453231	1453884	chr3	1453523	1453637	AT3G05160
chr3	1453231	1453884	chr3	1453267	1453388	AT3G05160
chr3	1453231	1453884	chr3	1453106	1453266	AT3G05160
chr3	1453231	1453884	chr3	1453106	1453388	AT3G05160
chr1	29564254	29564825	chr1	29564249	29566375	AT1G78590
chr1	29564254	29564825	chr1	29564249	29566375	AT1G78590
chr1	29564254	29564825	chr1	29564343	29566128	AT1G78590
chr1	29564254	29564825	chr1	29564249	29564435	AT1G78590
chr1	29564254	29564825	chr1	29564249	29564342	AT1G78590
chr1	29564254	29564825	chr1	29564343	29564435	AT1G78590
chr1	29564254	29564825	chr1	29564752	29564997	AT1G78590
chr1	29564254	29564825	chr1	29564752	29564997	AT1G78590
chr3	18813405	18814217	chr3	18814140	18817244	AT3G50660
chr3	18813405	18814217	chr3	18814140	18817244	AT3G50660
chr3	18813405	18814217	chr3	18814140	18814261	AT3G50660
chr3	18813405	18814217	chr3	18814140	18814507	AT3G50660
chr3	81299	81762	chr3	81418	81467	AT3G01260
chr3	81299	81762	chr3	81418	81467	AT3G01260
chr3	81299	81762	chr3	81247	81337	AT3G01260
chr3	81299	81762	chr3	81247	81337	AT3G01260
chr3	81299	81762	chr3	80176	82005	AT3G01260
chr3	81299	81762	chr3	80176	82005	AT3G01260
chr3	81299	81762	chr3	80244	82005	AT3G01260
chr3	81299	81762	chr3	81558	82005	AT3G01260
chr3	81299	81762	chr3	81558	82005	AT3G01260
chr3	21422314	21423114	chr3	21419517	21422546	AT3G57830
chr3	21422314	21423114	chr3	21419517	21422546	AT3G57830
chr3	21422314	21423114	chr3	21419778	21422320	AT3G57830
chr3	21422314	21423114	chr3	21421671	21422546	AT3G57830
chr3	21422314	21423114	chr3	21421671	21422320	AT3G57830
chr3	21422314	21423114	chr3	21422321	21422546	AT3G57830
chr3	21422314	21423114	chr3	21422823	21423287	AT3G57840
chr3	21422314	21423114	chr3	21422823	21423287	AT3G57840
chr3	21422314	21423114	chr3	21422823	21423287	AT3G57840
chr3	21422314	21423114	chr3	21422823	21423287	AT3G57840
chr3	21422314	21423114	chr3	21422823	21423287	AT3G57840
chr5	3238458	3239003	chr5	3235295	3238719	AT5G10290
chr5	3238458	3239003	chr5	3235295	3238719	AT5G10290
chr5	3238458	3239003	chr5	3238551	3238719	AT5G10290
chr5	3238458	3239003	chr5	3238551	3238719	AT5G10290
chr1	7470617	7471223	chr1	7471947	7472210	AT1G21327
chr1	7470617	7471223	chr1	7471947	7472210	AT1G21327
chr1	7470617	7471223	chr1	7471947	7472210	AT1G21327
chr1	7470617	7471223	chr1	7471947	7472210	AT1G21327
chr1	7470617	7471223	chr1	7471947	7472210	AT1G21327
chr5	20211079	20211816	chr5	20210878	20213734	AT5G49750
chr5	20211079	20211816	chr5	20210878	20213734	AT5G49750
chr5	20211079	20211816	chr5	20210878	20213734	AT5G49750
chr5	20211079	20211816	chr5	20210878	20211136	AT5G49750
chr5	20211079	20211816	chr5	20210878	20211136	AT5G49750
chr5	20211079	20211816	chr5	20211215	20211335	AT5G49750
chr5	20211079	20211816	chr5	20211215	20211335	AT5G49750
chr5	20211079	20211816	chr5	20211417	20211488	AT5G49750
chr5	20211079	20211816	chr5	20211417	20211488	AT5G49750
chr5	20211079	20211816	chr5	20211559	20211633	AT5G49750
chr5	20211079	20211816	chr5	20211559	20211633	AT5G49750
chr5	20211079	20211816	chr5	20211718	20211789	AT5G49750
chr5	20211079	20211816	chr5	20211718	20211789	AT5G49750
chr4	14814962	14815478	chr4	14816622	14818854	AT4G30260
chr4	14814962	14815478	chr4	14816622	14818854	AT4G30260
chr4	14814962	14815478	chr4	14816622	14816889	AT4G30260
chr4	14814962	14815478	chr4	14816622	14817150	AT4G30260
chr4	10224194	10224628	chr4	10224921	10226862	AT4G18550
chr4	10224194	10224628	chr4	10224921	10226862	AT4G18550
chr4	10224194	10224628	chr4	10224921	10225005	AT4G18550
chr4	10224194	10224628	chr4	10224921	10225402	AT4G18550
chr3	2386622	2387045	chr3	2386897	2388471	AT3G07470
chr3	2386622	2387045	chr3	2386897	2388471	AT3G07470
chr3	2386622	2387045	chr3	2386897	2387290	AT3G07470
chr3	2386622	2387045	chr3	2386897	2387344	AT3G07470
chr2	18593536	18594046	chr2	18593612	18594813	AT2G45090
chr2	18593536	18594046	chr2	18593612	18594813	AT2G45090
chr2	18593536	18594046	chr2	18593612	18594813	AT2G45090
chr2	9983058	9983661	chr2	9979405	9979819	AT2G23440
chr2	9983058	9983661	chr2	9979405	9979819	AT2G23440
chr2	9983058	9983661	chr2	9979405	9979819	AT2G23440
chr2	9983058	9983661	chr2	9979731	9979819	AT2G23440
chr2	16387997	16388477	chr2	16384786	16387827	AT2G39240
chr2	16387997	16388477	chr2	16384786	16387827	AT2G39240
chr2	16387997	16388477	chr2	16384786	16387827	AT2G39240
chr2	16387997	16388477	chr2	16387741	16387827	AT2G39240
chr2	16387997	16388477	chr2	16387741	16387827	AT2G39240
chr1	25173552	25174145	chr1	25175558	25176202	AT1G67265
chr1	25173552	25174145	chr1	25175558	25176202	AT1G67265
chr1	25173552	25174145	chr1	25175558	25175981	AT1G67265
chr1	25173552	25174145	chr1	25175558	25176202	AT1G67265
chr4	5196161	5197001	chr4	5194671	5196761	AT4G08240
chr4	5196161	5197001	chr4	5194671	5196761	AT4G08240
chr4	5196161	5197001	chr4	5196564	5196761	AT4G08240
chr4	5196161	5197001	chr4	5196564	5196761	AT4G08240
chr4	5196161	5197001	chr4	5196787	5198238	AT4G08250
chr4	5196161	5197001	chr4	5196787	5198238	AT4G08250
chr4	5196161	5197001	chr4	5196787	5198238	AT4G08250
chr4	5196161	5197001	chr4	5196787	5198238	AT4G08250
chr4	5196161	5197001	chr4	5196787	5198238	AT4G08250
chr5	6361799	6362370	chr5	6361837	6363413	AT5G19040
chr5	6361799	6362370	chr5	6361837	6363413	AT5G19040
chr5	6361799	6362370	chr5	6361837	6362388	AT5G19040
chr5	6361799	6362370	chr5	6361837	6363413	AT5G19040
chr1	9456156	9457113	chr1	9455368	9458026	AT1G27210
chr1	9456156	9457113	chr1	9455368	9458026	AT1G27210
chr1	9456156	9457113	chr1	9455669	9457917	AT1G27210
chr1	9456156	9457113	chr1	9457057	9457917	AT1G27210
chr1	9456156	9457113	chr1	9457057	9458026	AT1G27210
chr1	9456156	9457113	chr1	9456875	9456974	AT1G27210
chr1	9456156	9457113	chr1	9456875	9456974	AT1G27210
chr1	9456156	9457113	chr1	9456262	9456788	AT1G27210
chr1	9456156	9457113	chr1	9456262	9456788	AT1G27210
chr1	18204906	18205468	chr1	18205934	18206701	AT1G49220
chr1	18204906	18205468	chr1	18205934	18206701	AT1G49220
chr1	18204906	18205468	chr1	18205934	18206701	AT1G49220
chr1	18204906	18205468	chr1	18205934	18205945	AT1G49220
chr3	7797845	7798272	chr3	7799042	7800000	AT3G22133
chr3	7797845	7798272	chr3	7799042	7800000	AT3G22133
chr3	7797845	7798272	chr3	7799042	7800000	AT3G22133
chr3	7640534	7641231	chr3	7638663	7642205	AT3G21690
chr3	7640534	7641231	chr3	7638663	7642205	AT3G21690
chr3	7640534	7641231	chr3	7638750	7641861	AT3G21690
chr3	7640534	7641231	chr3	7640794	7640850	AT3G21690
chr3	7640534	7641231	chr3	7640794	7640850	AT3G21690
chr3	7640534	7641231	chr3	7641073	7641311	AT3G21690
chr3	7640534	7641231	chr3	7641073	7641311	AT3G21690
chr3	21272109	21272695	chr3	21269261	21276013	AT3G57470
chr3	21272109	21272695	chr3	21269261	21276013	AT3G57470
chr3	21272109	21272695	chr3	21269828	21275886	AT3G57470
chr3	21272109	21272695	chr3	21272669	21272772	AT3G57470
chr3	21272109	21272695	chr3	21272669	21272772	AT3G57470
chr3	21272109	21272695	chr3	21272289	21272391	AT3G57470
chr3	21272109	21272695	chr3	21272289	21272391	AT3G57470
chr3	21272109	21272695	chr3	21272052	21272147	AT3G57470
chr3	21272109	21272695	chr3	21272052	21272147	AT3G57470
chr3	21272109	21272695	chr3	21269261	21276013	AT3G57470
chr3	21272109	21272695	chr3	21269428	21275400	AT3G57470
chr3	21272109	21272695	chr3	21272669	21272772	AT3G57470
chr3	21272109	21272695	chr3	21272669	21272772	AT3G57470
chr3	21272109	21272695	chr3	21272289	21272391	AT3G57470
chr3	21272109	21272695	chr3	21272289	21272391	AT3G57470
chr3	21272109	21272695	chr3	21272052	21272147	AT3G57470
chr3	21272109	21272695	chr3	21272052	21272147	AT3G57470
chr3	21272109	21272695	chr3	21269270	21276013	AT3G57470
chr3	21272109	21272695	chr3	21269428	21275400	AT3G57470
chr3	21272109	21272695	chr3	21272669	21272772	AT3G57470
chr3	21272109	21272695	chr3	21272669	21272772	AT3G57470
chr3	21272109	21272695	chr3	21272289	21272391	AT3G57470
chr3	21272109	21272695	chr3	21272289	21272391	AT3G57470
chr3	21272109	21272695	chr3	21272052	21272147	AT3G57470
chr3	21272109	21272695	chr3	21272052	21272147	AT3G57470
chr2	17548557	17549196	chr2	17548095	17549069	AT2G42060
chr2	17548557	17549196	chr2	17548095	17549069	AT2G42060
chr2	17548557	17549196	chr2	17548194	17549000	AT2G42060
chr2	17548557	17549196	chr2	17548095	17549069	AT2G42060
chr2	17548557	17549196	chr2	17548194	17549000	AT2G42060
chr2	17548557	17549196	chr2	17549001	17549069	AT2G42060
chr2	17548557	17549196	chr2	17549091	17551175	AT2G42070
chr2	17548557	17549196	chr2	17549091	17551175	AT2G42070
chr2	17548557	17549196	chr2	17549091	17549498	AT2G42070
chr2	17548557	17549196	chr2	17549091	17549498	AT2G42070
chr5	13628438	13629437	chr5	13634454	13638297	AT5G35410
chr5	13628438	13629437	chr5	13634454	13638297	AT5G35410
chr5	13628438	13629437	chr5	13634454	13634617	AT5G35410
chr5	13628438	13629437	chr5	13634454	13634617	AT5G35410
chr1	25882297	25882908	chr1	25882434	25882918	AT1G68845
chr1	25882297	25882908	chr1	25882434	25882918	AT1G68845
chr1	25882297	25882908	chr1	25882434	25882918	AT1G68845
chr1	25882297	25882908	chr1	25882434	25882696	AT1G68845
chr1	25882297	25882908	chr1	25882434	25882696	AT1G68845
chr1	25882297	25882908	chr1	25882765	25882918	AT1G68845
chr1	25882297	25882908	chr1	25882765	25882918	AT1G68845
chr1	6033912	6034928	chr1	6034362	6037289	AT1G17550
chr1	6033912	6034928	chr1	6034362	6037289	AT1G17550
chr1	6033912	6034928	chr1	6034917	6036939	AT1G17550
chr1	6033912	6034928	chr1	6034362	6035660	AT1G17550
chr1	6033912	6034928	chr1	6034362	6034916	AT1G17550
chr1	6033912	6034928	chr1	6034917	6035660	AT1G17550
chr1	27752795	27753339	chr1	27752506	27753147	AT1G73810
chr1	27752795	27753339	chr1	27752400	27753147	AT1G73810
chr1	27752795	27753339	chr1	27752400	27755297	AT1G73810
chr1	27752795	27753339	chr1	27752400	27755297	AT1G73810
chr1	27752795	27753339	chr1	27752506	27755208	AT1G73810
chr3	2102076	2102382	chr3	2102402	2104906	AT3G06660
chr3	2102076	2102382	chr3	2102402	2104906	AT3G06660
chr3	2102076	2102382	chr3	2102402	2102711	AT3G06660
chr3	2102076	2102382	chr3	2102402	2102711	AT3G06660
chr1	76278	76927	chr1	75583	76758	AT1G01180
chr1	76278	76927	chr1	75583	76758	AT1G01180
chr1	76278	76927	chr1	75633	76556	AT1G01180
chr1	76278	76927	chr1	75583	76758	AT1G01180
chr1	76278	76927	chr1	75633	76556	AT1G01180
chr1	76278	76927	chr1	76557	76758	AT1G01180
chr4	13960556	13961340	chr4	13959970	13960574	AT4G28085
chr4	13960556	13961340	chr4	13959970	13960574	AT4G28085
chr4	13960556	13961340	chr4	13960548	13960574	AT4G28085
chr4	13960556	13961340	chr4	13960548	13960574	AT4G28085
chr4	13960556	13961340	chr4	13961244	13961560	AT4G28088
chr4	13960556	13961340	chr4	13961244	13961560	AT4G28088
chr4	13960556	13961340	chr4	13961244	13961560	AT4G28088
chr4	13960556	13961340	chr4	13961244	13961387	AT4G28088
chr4	13960556	13961340	chr4	13961244	13961387	AT4G28088
chr5	21745964	21746565	chr5	21743450	21745981	AT5G53520
chr5	21745964	21746565	chr5	21743450	21745981	AT5G53520
chr5	21745964	21746565	chr5	21743450	21745981	AT5G53520
chr5	21745964	21746565	chr5	21745367	21745981	AT5G53520
chr5	21745964	21746565	chr5	21745367	21745981	AT5G53520
chr5	21745964	21746565	chr5	21746035	21748595	AT5G53530
chr5	21745964	21746565	chr5	21746035	21748595	AT5G53530
chr5	21745964	21746565	chr5	21746275	21748156	AT5G53530
chr5	21745964	21746565	chr5	21746540	21746715	AT5G53530
chr5	21745964	21746565	chr5	21746540	21746715	AT5G53530
chr5	21745964	21746565	chr5	21746275	21746456	AT5G53530
chr5	21745964	21746565	chr5	21746035	21746274	AT5G53530
chr5	21745964	21746565	chr5	21746035	21746456	AT5G53530
chr5	20818573	20819329	chr5	20818653	20818753	AT5G51200
chr5	20818573	20819329	chr5	20818653	20818753	AT5G51200
chr5	20818573	20819329	chr5	20818912	20819031	AT5G51200
chr5	20818573	20819329	chr5	20818912	20819031	AT5G51200
chr5	20818573	20819329	chr5	20819126	20819243	AT5G51200
chr5	20818573	20819329	chr5	20819126	20819243	AT5G51200
chr5	20818573	20819329	chr5	20819328	20819592	AT5G51200
chr5	20818573	20819329	chr5	20819328	20819408	AT5G51200
chr5	20818573	20819329	chr5	20804926	20819592	AT5G51200
chr5	20818573	20819329	chr5	20804926	20819592	AT5G51200
chr5	20818573	20819329	chr5	20804926	20819408	AT5G51200
chr1	9831061	9832356	chr1	9832816	9834427	AT1G28140
chr1	9831061	9832356	chr1	9832816	9834427	AT1G28140
chr1	9831061	9832356	chr1	9832816	9833028	AT1G28140
chr1	9831061	9832356	chr1	9832816	9833127	AT1G28140
chr5	9255120	9255381	chr5	9255053	9255560	AT5G26360
chr5	9255120	9255381	chr5	9255053	9255746	AT5G26360
chr5	9255120	9255381	chr5	9255053	9258991	AT5G26360
chr5	9255120	9255381	chr5	9255053	9258991	AT5G26360
chr5	20107572	20108112	chr5	20107229	20110636	AT5G49555
chr5	20107572	20108112	chr5	20107229	20110636	AT5G49555
chr5	20107572	20108112	chr5	20107411	20110602	AT5G49555
chr5	20107572	20108112	chr5	20107994	20108073	AT5G49555
chr5	20107572	20108112	chr5	20107994	20108073	AT5G49555
chr5	20107572	20108112	chr5	20107780	20107900	AT5G49555
chr5	20107572	20108112	chr5	20107780	20107900	AT5G49555
chr5	20107572	20108112	chr5	20107623	20107689	AT5G49555
chr5	20107572	20108112	chr5	20107623	20107689	AT5G49555
chr3	23198765	23199286	chr3	23199159	23199507	AT3G62710
chr3	23198765	23199286	chr3	23199159	23199507	AT3G62710
chr3	23198765	23199286	chr3	23198881	23199066	AT3G62710
chr3	23198765	23199286	chr3	23198881	23199066	AT3G62710
chr3	23198765	23199286	chr3	23197658	23200635	AT3G62710
chr3	23198765	23199286	chr3	23197658	23200635	AT3G62710
chr3	23198765	23199286	chr3	23197739	23200559	AT3G62710
chr5	10038915	10039336	chr5	10037269	10039001	AT5G28040
chr5	10038915	10039336	chr5	10037269	10039001	AT5G28040
chr5	10038915	10039336	chr5	10037654	10038937	AT5G28040
chr5	10038915	10039336	chr5	10038938	10039001	AT5G28040
chr5	10038915	10039336	chr5	10037654	10038937	AT5G28040
chr5	10038915	10039336	chr5	10037269	10039001	AT5G28040
chr3	5862109	5862925	chr3	5861491	5862437	AT3G17185
chr3	5862109	5862925	chr3	5861491	5862437	AT3G17185
chr3	5862109	5862925	chr3	5861998	5862437	AT3G17185
chr3	5862109	5862925	chr3	5861491	5862437	AT3G17185
chr3	5862109	5862925	chr3	5861491	5862437	AT3G17185
